"ID","RowType","Version","Scope","Category","Title","Priority","Risk","Capabilities / Test Data","Preconditions","Steps / Endpoint Chain","Expected Result","SpecReference","Notes","Status"
"FLOW-V1-11-NEG","Flow","V1","SR-UP-HD-FCAH-RT-BAH-RT-VD","Negative","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[BookAfterHold]&[Retrieve]&[Void] [Request] Validate Family-E flow #11 (SR-UP-HD-FCAH-RT-BAH-RT-VD) correctly rejects attempting FareConfirmAfterHold/BookAfterHold after holdExpirationDate has passed.","Medium","High","Supplier=AirCairo (or as noted in Steps); credentialsSelector=UAE; injected fault: post-expiration FCAH/BAH attempt","Supplier=AirCairo, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL. NOTE: AirCairo's Hold capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Run the flow's Hold step normally, capture holdExpirationDate -> deliberately wait/delay past that timestamp (or use a supplier/route with a short hold window) -> attempt FareConfirmAfterHold (and, if that unexpectedly succeeds, BookAfterHold) -> observe behavior.","UNKNOWN exact status -- confirm live. SPEC section 3.2 (""Hold -> Retrieve -> FareConfirmAfterHold..."") and section 6.5 explicitly flag this as an untested gap not covered by any flow.md-listed flow: ""No flow in flow.md tests what happens when FareConfirmAfterHold/BookAfterHold is attempted after holdExpirationDate has passed."" Likely rejection or a stale-price/re-price error, but do not assert a specific code without live confirmation; record the first observed behavior as the new baseline.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.13, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-E, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-11; fault type: post-expiration FCAH/BAH attempt. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-12","Flow","V1","SR-UP-HD-FCAH-RT-CXL","Positive","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[CancelAfterHold] [Response] Verify Upselling-based Family-F flow #12 (SR-UP-HD-FCAH-RT-CXL) completes with the expected end-state.","Medium","Medium","Supplier=SabreNDC; credentialsSelector=UAE; Required Capabilities: Upsell, Hold, CancelHold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=SabreNDC, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold, CancelHold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> Upselling (requestUrl fix applied; capture fareConfirmResponseId, selectedOfferId in place of FareConfirm's output; assert price reconciliation) -> Hold (same fields as Book; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> CancelAfterHold (pnr, gdsPNR, bookingToken; SPEC section 2.14 -- zero script coverage, weakest-validated endpoint)","Family B's checks hold through the first Retrieve; after CancelAfterHold, a follow-up Retrieve should show a cancelled/terminated bookingStatus -- SPEC section 2.14 flags CancelAfterHold as having zero script coverage and no genuine example response in either collection, so this is the weakest-validated end-state in the whole flow set; treat the exact response shape as UNKNOWN pending live confirmation and record the first observed value as the new baseline.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.14, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-F","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). CancelAfterHold is the least-validated endpoint in the whole collection (zero script coverage, no genuine example response, SPEC section 2.14) -- treat the post-cancel bookingStatus as the primary success signal until a genuine example is obtained. Requires the requestUrl collection-defect fix; if not fixed, this flow cannot even reach the Upselling step (see TC-UPSELL-NEG-01 for the isolated defect confirmation).","Not Run"
"FLOW-V1-12-NEG","Flow","V1","SR-UP-HD-FCAH-RT-CXL","Negative","[Search]&[Upselling]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[CancelAfterHold] [Request] Validate Family-F flow #12 (SR-UP-HD-FCAH-RT-CXL) correctly rejects the V1 Upselling requestUrl/baseUrl collection defect not being fixed before execution.","Medium","Medium","Supplier=SabreNDC (or as noted in Steps); credentialsSelector=UAE; injected fault: requestUrl defect (unfixed)","Supplier=SabreNDC, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Upsell, Hold, CancelHold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). V1 Upselling requestUrl/baseUrl defect (SPEC section 2.3) has been fixed locally in STAG_ENV (requestUrl set equal to baseUrl) before this flow is run -- do NOT assume it is already fixed; if unfixed, Upselling will resolve to a malformed/empty-host URL.","Do NOT apply the local requestUrl fix described in SPEC section 2.3 -- leave requestUrl unset/empty in STAG_ENV as shipped -> run Search normally -> attempt Upselling as-is (request uses {{requestUrl}}api/FlightSearch/UpSelling) -> observe the resulting URL/request.","Because requestUrl is an empty, unset collection variable in the shipped STAG_ENV (SPEC section 1.4/2.3), the request resolves to a malformed URL with an empty host. Expected result is a connection/DNS/malformed-URL-class failure at the HTTP layer, distinct from any API-level 4xx -- confirm the exact client-side error live and record it; this is a real, evidenced collection defect, not a guessed negative path.","sec.2.1, sec.2.2, sec.2.3, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.14, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-F, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-12; fault type: requestUrl defect (unfixed). Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-13","Flow","V1","SR-FC-BDL-BK-RT","Positive","[Search]&[FareConfirm]&[GetOfferBundles]&[Book]&[Retrieve] [Response] Verify FareConfirm-based, Bundle-enriched, Family-A flow #13 (SR-FC-BDL-BK-RT) completes with the expected end-state.","Medium","High","Supplier=AirArabia; credentialsSelector=UAE; Required Capabilities: Bundle; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=AirArabia, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3).","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; re-inspect haveBundles/canBeHeld per section 4.7 step 2; assert price reconciliation) -> GetOfferBundles (thread fareConfirmResponseId/selectedOfferId through directly -- do not rely on JourneyKey1, section 2.4 defect; select a bundle code, e.g. from bundleChoices) -> Book (Supplier/supplier, credentialsSelector, fareConfirmResponseId, selectedOfferId, passengersList, contactsList, selectedBundles=[chosen bundle code]; assert price reconciliation; capture pnr, bookingToken, gdsPNR, voidCapability) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Retrieve shows bookingStatus=booked (record exact observed enum value as baseline, section 2.11); selectedOffer.offerId and priceDetails.totalAmount match between Book's response and the follow-up Retrieve; price reconciliation (per-passenger-type tax/base/total formula, section 2.1/6.2) holds at Search, FareConfirm/Upselling, and Book. Bundle state: final priceDetails.totalAmount reflects the selected bundle's feePrice added to the base offer price, and bundle-included services (baggage/seat/meal) are not separately double-charged (SPEC section 6.4 BDL).","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-A, sec.6.4-BDL","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift).","Not Run"
"FLOW-V1-13-NEG","Flow","V1","SR-FC-BDL-BK-RT","Negative","[Search]&[FareConfirm]&[GetOfferBundles]&[Book]&[Retrieve] [Request] Validate Family-A flow #13 (SR-FC-BDL-BK-RT) correctly rejects substituting a stale/mismatched selectedOfferId (captured from a different, independent Search call) at the Book hop.","Medium","High","Supplier=AirArabia (or as noted in Steps); credentialsSelector=UAE; injected fault: stale-ID substitution","Supplier=AirArabia, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3).","Run Search #1 and Search #2 independently (different searchResponseId/offerId pairs) -> FareConfirm Search #1's offer normally (capture fareConfirmResponseId, selectedOfferId#1) -> at Book, substitute Search #2's offerId in place of selectedOfferId#1 while keeping fareConfirmResponseId from Search #1 -> observe Book's response.","Book is expected to reject the mismatched offer/response ID pair (SPEC section 2.9 Negative Cases, section 3.2 ""Search -> FareConfirm/Upselling"" validation rules) rather than silently booking against the wrong offer. Exact status code is UNKNOWN -- SPEC section 7.9 flags that no error-response example exists in either collection; confirm live and record the actual behavior/status code as the new baseline rather than assuming a 4xx.","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-A, sec.6.4-BDL, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-13; fault type: stale-ID substitution. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-14","Flow","V1","SR-FC-BDL-HD-FCAH-RT","Positive","[Search]&[FareConfirm]&[GetOfferBundles]&[Hold]&[FareConfirmAfterHold]&[Retrieve] [Response] Verify FareConfirm-based, Bundle-enriched, Family-B flow #14 (SR-FC-BDL-HD-FCAH-RT) completes with the expected end-state.","Medium","Medium","Supplier=FlyAdeal; credentialsSelector=UAE; Required Capabilities: Bundle, Hold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=FlyAdeal, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). NOTE: FlyAdeal's Hold(unknown) capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; re-inspect haveBundles/canBeHeld per section 4.7 step 2; assert price reconciliation) -> GetOfferBundles (thread fareConfirmResponseId/selectedOfferId through directly -- do not rely on JourneyKey1, section 2.4 defect; select a bundle code, e.g. from bundleChoices) -> Hold (same fields as Book plus selectedBundles; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Retrieve (after FareConfirmAfterHold) shows bookingStatus=held (record exact observed enum value, section 2.11); holdExpirationDate is present and still in the future at time of Retrieve; price after FareConfirmAfterHold matches Hold's original price (no unexplained drift). This flow deliberately STOPS here per Family B (section 5.2/6.3) -- log the pnr for out-of-band cleanup/expiry tracking, do not proceed to BookAfterHold/Void/CancelHold. Bundle state: final priceDetails.totalAmount reflects the selected bundle's feePrice added to the base offer price, and bundle-included services (baggage/seat/meal) are not separately double-charged (SPEC section 6.4 BDL).","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-B, sec.6.4-BDL","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). Family B deliberately leaves a dangling Held booking with no cleanup step in the flow itself (SPEC section 5.2/6.3) -- log this run's pnr in the team's environment-hygiene tracking sheet for later CancelAfterHold or natural expiry. FlyAdeal chosen deliberately to exercise a capability the static docs disagree on (Hold(unknown)) -- if live confirmation shows the capability is actually absent, re-target this flow at a cleanly-confirmed supplier and record the finding back into SPEC section 4.4.","Not Run"
"FLOW-V1-14-NEG","Flow","V1","SR-FC-BDL-HD-FCAH-RT","Negative","[Search]&[FareConfirm]&[GetOfferBundles]&[Hold]&[FareConfirmAfterHold]&[Retrieve] [Request] Validate Family-B flow #14 (SR-FC-BDL-HD-FCAH-RT) correctly rejects attempting Hold against FlyNas, a supplier whose canBeHeld capability is confirmed false (SPEC section 4.6, cross-validated in 4.4).","Medium","Medium","Supplier=FlyAdeal (or as noted in Steps); credentialsSelector=UAE; injected fault: non-holdable-supplier Hold attempt","Supplier=FlyAdeal, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). NOTE: FlyAdeal's Hold(unknown) capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search (FlyNas, capture searchResponseId/offerId) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; inspect canBeHeld flag -- expected false) -> attempt Hold anyway -> observe rejection.","Hold is expected to be rejected for FlyNas since canBeHeld=false is cross-validated across both capability-source documents (SPEC section 4.4/4.6, ""no conflict -- cross-validated, high confidence""). Exact rejection status/body is UNKNOWN -- confirm live and record as baseline (SPEC section 2.10 Common Errors, 7.7).","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-B, sec.6.4-BDL, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-14; fault type: non-holdable-supplier Hold attempt. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-15","Flow","V1","SR-FC-BDL-BK-RT-VD","Positive","[Search]&[FareConfirm]&[GetOfferBundles]&[Book]&[Retrieve]&[Void] [Response] Verify FareConfirm-based, Bundle-enriched, Family-C flow #15 (SR-FC-BDL-BK-RT-VD) completes with the expected end-state.","Medium","High","Supplier=AirArabia; credentialsSelector=UAE; Required Capabilities: Bundle, Void; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=AirArabia, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). NOTE: AirArabia's Void(unknown) capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; re-inspect haveBundles/canBeHeld per section 4.7 step 2; assert price reconciliation) -> GetOfferBundles (thread fareConfirmResponseId/selectedOfferId through directly -- do not rely on JourneyKey1, section 2.4 defect; select a bundle code, e.g. from bundleChoices) -> Book (Supplier/supplier, credentialsSelector, fareConfirmResponseId, selectedOfferId, passengersList, contactsList, selectedBundles=[chosen bundle code]; assert price reconciliation; capture pnr, bookingToken, gdsPNR, voidCapability) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> Void (pnr, gdsPNR, bookingToken, surName, voidTickets=[]; only expected to succeed if voidCapability is not ""VoidNotAllowed"")","Family A's checks hold through the first Retrieve; Void is only expected to succeed if Book's voidCapability is not ""VoidNotAllowed"" and the (unknown, confirm-live) void window has not elapsed; a follow-up Retrieve after Void shows a voided/cancelled bookingStatus. Bundle state: final priceDetails.totalAmount reflects the selected bundle's feePrice added to the base offer price, and bundle-included services (baggage/seat/meal) are not separately double-charged (SPEC section 6.4 BDL).","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.11, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-C, sec.6.4-BDL","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). AirArabia chosen deliberately to exercise a capability the static docs disagree on (Void(unknown)) -- if live confirmation shows the capability is actually absent, re-target this flow at a cleanly-confirmed supplier and record the finding back into SPEC section 4.4.","Not Run"
"FLOW-V1-15-NEG","Flow","V1","SR-FC-BDL-BK-RT-VD","Negative","[Search]&[FareConfirm]&[GetOfferBundles]&[Book]&[Retrieve]&[Void] [Request] Validate Family-C flow #15 (SR-FC-BDL-BK-RT-VD) correctly rejects calling GetOfferBundles when the FareConfirm/Upselling response reports haveBundles=false.","Medium","High","Supplier=AirArabia (or as noted in Steps); credentialsSelector=UAE; injected fault: haveBundles=false GetOfferBundles attempt","Supplier=AirArabia, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle, Void. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). NOTE: AirArabia's Void(unknown) capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; inspect haveBundles -- use/force a supplier or offer where haveBundles=false, e.g. re-run against a non-bundle-capable supplier such as TravelportNdc) -> call GetOfferBundles anyway with the captured IDs -> observe response.","GetOfferBundles is expected to be rejected, or return an empty bundleChoices, for an offer whose haveBundles flag is false (SPEC section 2.4 Business Logic, 3.2 ""FareConfirm/Upselling -> GetOfferBundles""). Exact behavior (empty bundleChoices vs explicit error) is UNKNOWN per SPEC section 2.4 -- confirm live and record as baseline.","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.11, sec.2.15, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-C, sec.6.4-BDL, sec.7.2, sec.7.7, sec.8.2","Injected-fault variant of FLOW-V1-15; fault type: haveBundles=false GetOfferBundles attempt. Per SPEC section 8.2 item 7 (""Negative tests = the flow with one deliberate injected fault per hop""), one high-value fault was chosen per flow rather than repeating the same fault across all 24 flows -- see sibling flow rows for the other fault categories exercised (stale-offer substitution, non-holdable-supplier Hold, post-hold-expiration FCAH/BAH, haveBundles=false GetOfferBundles, unfixed requestUrl defect).","Not Run"
"FLOW-V1-16","Flow","V1","SR-FC-BDL-HD-FCAH-RT-BAH-RT","Positive","[Search]&[FareConfirm]&[GetOfferBundles]&[Hold]&[FareConfirmAfterHold]&[Retrieve]&[BookAfterHold]&[Retrieve] [Response] Verify FareConfirm-based, Bundle-enriched, Family-D flow #16 (SR-FC-BDL-HD-FCAH-RT-BAH-RT) completes with the expected end-state.","Medium","High","Supplier=FlyAdeal; credentialsSelector=UAE; Required Capabilities: Bundle, Hold; ADT/CHD/INF mix per collection default (2/2/2, total <=9, section 2.1)","Supplier=FlyAdeal, credentialsSelector=UAE selected and confirmed live-capable per SPEC section 4.7 (Search then FareConfirm, inspect haveBundles/canBeHeld/offerHasAncillary/isSeatMapRequired flags) for this flow's required capabilities: Bundle, Hold. Environment is non-production staging (STAG_ENV baseUrl); if Book/BookAfterHold is in this chain, production-booking auto-skip discipline (section 2.9 Testing Note) has been reviewed -- do not run against a production base URL without explicit authorization. Collection variables reset/cleared before start (searchResponseId, offerId, fareConfirmResponseId, pnr, bookingToken, gdsPNR, etc. -- section 6.1 item 3). NOTE: FlyAdeal's Hold(unknown) capability is flagged as conflicting/unknown between source documents (SPEC section 4.4/4.6) -- the section 4.7 live confirmation step above is mandatory here, not optional, before scheduling this flow.","Search (capture searchResponseId, offerId; inspect offers[0].haveBundles/canBeHeld/offerHasAncillary per section 4.7 step 1) -> FareConfirm (capture fareConfirmResponseId, selectedOfferId; re-inspect haveBundles/canBeHeld per section 4.7 step 2; assert price reconciliation) -> GetOfferBundles (thread fareConfirmResponseId/selectedOfferId through directly -- do not rely on JourneyKey1, section 2.4 defect; select a bundle code, e.g. from bundleChoices) -> Hold (same fields as Book plus selectedBundles; assert price reconciliation; capture pnr, bookingToken, gdsPNR, holdExpirationDate) -> FareConfirmAfterHold/PnrReprice (pnr, gdsPNR, bookingToken, surName; assert price has not drifted from Hold; must occur before holdExpirationDate) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3) -> BookAfterHold (pnr, gdsPNR, bookingToken; assert returned pnr/bookingToken/gdsPNR are unchanged from Hold -- same-PNR invariant, section 2.13) -> Retrieve (pnr, gdsPnr, bookingToken; assert bookingStatus matches the expected lifecycle stage for this point in the flow, section 2.11/6.3)","Family B's checks hold through the first Retrieve; after BookAfterHold, the second Retrieve shows bookingStatus transitioning held to booked; pnr, bookingToken and gdsPNR returned by BookAfterHold are byte-for-byte unchanged from Hold's values (same-PNR invariant, section 2.13/6.3). Bundle state: final priceDetails.totalAmount reflects the selected bundle's feePrice added to the base offer price, and bundle-included services (baggage/seat/meal) are not separately double-charged (SPEC section 6.4 BDL).","sec.2.1, sec.2.2, sec.2.4, sec.2.9, sec.2.10, sec.2.12, sec.2.11, sec.2.13, sec.4.7, sec.5, sec.6.1, sec.6.2, sec.6.3-Family-D, sec.6.4-BDL","Flow numbering follows Resources/flow.md's newer 24-flow V1 catalog (supersedes SPEC.md's own stale section 5 89-flow numbering, per known documentation drift). FlyAdeal chosen deliberately to exercise a capability the static docs disagree on (Hold(unknown)) -- if live confirmation shows the capability is actually absent, re-target this flow at a cleanly-confirmed supplier and record the finding back into SPEC section 4.4.","Not Run"
