"ID","RowType","Version","Scope","Category","Title","Priority","Risk","Capabilities / Test Data","Preconditions","Steps / Endpoint Chain","Expected Result","SpecReference","Notes","Status"
"TC-BOOKAFTERHOLD-REG-01","EndpointTestCase","Both","BOOKAFTERHOLD","REG","[Hold]&[BookAfterHold] [Response] Verify pnr/bookingToken/gdsPNR returned by BookAfterHold equal the values established at Hold (same-PNR invariant).","High","High","V1 POST .../BookAfterHold, V2 POST .../BookAfterHold (casing differs, functionally same); pnr/gdsPnr/bookingToken carried from Hold","A completed Hold (optionally re-confirmed via FareConfirmAfterHold) with known pnr/bookingToken/gdsPNR","[Hold] -> [FareConfirmAfterHold] -> [BookAfterHold] POST -> compare returned pnr/bookingToken/gdsPNR against the original Hold-era values","pnr, bookingToken, and gdsPNR returned by BookAfterHold are byte-identical to the values from Hold; any change is treated as a defect.","SPEC.md section 2.13, section 6.2, section 6.3 (Family D)","Explicit regression check implied by every Hold-branch flow in section 5 -- the same-PNR invariant must hold through Retrieve/FareConfirmAfterHold/BookAfterHold/Void/CancelAfterHold in both versions.","Not Run"
"TC-BOOKAFTERHOLD-NEG-01","EndpointTestCase","Both","BOOKAFTERHOLD","NEG","[BookAfterHold][Request] Validate BookAfterHold is rejected when attempted on an expired hold.","High","Medium","A Held booking deliberately left past its holdExpirationDate before calling BookAfterHold; both versions","Hold response with a known holdExpirationDate","[Hold] -> wait past holdExpirationDate -> [BookAfterHold] POST -> observe response","Expected to fail; exact error shape UNKNOWN, confirm live.","SPEC.md section 2.13 (Common Errors)","","Not Run"
"TC-VOID-BIZ-01","EndpointTestCase","Both","VOID","BIZ","[Book]&[Void] [Request] Verify Void only succeeds within the window implied by the booking's live voidCapability flag, not merely the static per-supplier Void column.","High","High","A Book response whose voidCapability read 'VoidNotAllowed'; both versions; V1/V2 POST .../Void with surName, gdsPNR, bookingToken, voidTickets=[]","A completed Book with a known voidCapability value","[Book] -> record voidCapability -> [Void] POST -> observe whether the call succeeds or is rejected, correlated against the recorded voidCapability value","A booking whose voidCapability read 'VoidNotAllowed' at Book time is not voidable; treat the live per-booking flag as authoritative over the static section 4.2 matrix's supplier-level Void column.","SPEC.md section 2.9, section 2.15, section 6.3 (Family C)","voidCapability is a per-booking, live, time-boxed flag, not a static per-supplier setting -- section 4.2's Void column tells you what to expect before booking, this flag tells you what's true for this specific booking right now.","Not Run"
"TC-VOID-NEG-02","EndpointTestCase","Both","VOID","NEG","[Void][Request] Validate Void is rejected when surName does not match the booking's passenger record.","Medium","Medium","A completed Book whose passenger surname is known; Void called with an intentionally wrong surName; both versions","A completed Book with voidCapability not equal to 'VoidNotAllowed'","[Book] -> [Void] POST with an incorrect surName -> observe response","Rejected due to surName mismatch; exact error shape UNKNOWN, confirm live.","SPEC.md section 2.15 (Common Errors)","V2's one saved Void example has gdsPNR hardcoded to a literal empty string rather than a variable reference -- separately verify live whether Void requires gdsPNR for GDS-routed suppliers even though the LCC example didn't need it.","Not Run"
"TC-CANCELHOLD-REG-01","EndpointTestCase","Both","CANCELHOLD","REG","[CancelAfterHold] Verify CancelAfterHold is the least-validated endpoint in the API, with zero test-script coverage and no genuine saved example response in either version.","High","High","V1 POST .../CancelAfterHold, V2 POST .../CancelAfterHold; a Held booking to cancel; both versions","A completed Hold with known pnr/gdsPNR/bookingToken","[Hold] -> [CancelAfterHold] POST -> [Retrieve] as the follow-up check, since CancelAfterHold's own response is UNKNOWN","No automated assertion exists to catch a regression here; a follow-up Retrieve showing a cancelled/terminated bookingStatus is the primary success signal to rely on until a genuine CancelAfterHold response example is captured.","SPEC.md section 2.14, section 6.3 (Family F)","Prioritize this endpoint for dedicated isolated manual testing precisely because automation coverage is effectively nonexistent; the only examples attached to the V2 request are mislabeled Retrieve responses, not genuine CancelHold output.","Not Run"
"TC-CANCELHOLD-NEG-02","EndpointTestCase","Both","CANCELHOLD","NEG","[CancelAfterHold][Request] Validate CancelAfterHold is rejected when attempted against an already-booked (non-held) PNR.","Medium","Medium","A completed Book/BookAfterHold (not a Hold) targeted with CancelAfterHold; both versions","A completed, finalized booking (not currently Held)","[Book] -> [CancelAfterHold] POST against the booked (non-held) pnr -> observe response","Expected to be rejected since the PNR is not in a cancellable Held state; exact error shape UNKNOWN, confirm live.","SPEC.md section 2.14 (Common Errors)","","Not Run"
"TC-AUTH-SEC-01","EndpointTestCase","Both","AUTH","SEC","[Search][Request] Verify request behavior with a valid x-api-key versus an invalid or missing x-api-key header.","High","High","Valid staging x-api-key vs. an altered/invalid value vs. the header omitted entirely; representative endpoint(s): Search, Book; both versions","A known-valid x-api-key for the staging environment","Send an otherwise-valid request with the correct x-api-key -> observe success; repeat with an invalid key -> observe; repeat with the header omitted -> observe","Valid key succeeds normally; invalid/missing key is rejected -- exact status code UNKNOWN, confirm live and record as the baseline auth-failure shape.","SPEC.md section 1.5, section 7.14","x-api-key is identical across every request/supplier/environment (a known, flagged tech-debt item) -- this is exactly one static key to test, not a per-supplier or per-flow dimension.","Not Run"
"TC-AUTH-SEC-02","EndpointTestCase","Both","AUTH","SEC","[Search][Request] Verify request behavior with a valid Client-Id versus an invalid Client-Id header value.","Medium","Medium","Valid Client-Id=NDC-Core vs. an altered value; casing variants (Client-Id vs client-id) also worth a quick check; both versions","A known-valid Client-Id for the staging environment","Send an otherwise-valid request with Client-Id=NDC-Core -> observe success; repeat with an invalid value -> observe","Valid value succeeds normally; invalid value is rejected -- exact status code UNKNOWN, confirm live.","SPEC.md section 1.5, section 7.14","Client-Id casing varies per saved request across the collections (Client-Id vs client-id) -- confirm this is cosmetic/case-insensitive, not a functional difference.","Not Run"
"TC-AUTH-SEC-03","EndpointTestCase","Both","AUTH","SEC","[Hold]&[Retrieve] [Request] Verify a cross-tenant access attempt -- acting on a pnr/bookingToken using a different supplier/credentialsSelector pair than the one that created it -- is rejected.","Critical","High","Create a booking with Supplier A/Credentials A, then attempt Retrieve/Void/FareConfirmAfterHold on its pnr/bookingToken using Supplier B/Credentials B; both versions","Two distinct valid supplier/credentialsSelector pairs available in the test environment","[Hold] with Supplier A/Credentials A -> [Retrieve] (or Void/FareConfirmAfterHold) with the same pnr/bookingToken but Supplier B/Credentials B -> observe response","UNKNOWN expected behavior -- this is a high-value test since supplier+credentialsSelector is the API's actual body-level (not header-level) authorization mechanism, re-sent and re-checked on every call in a chain per section 1.7.","SPEC.md section 1.7, section 7.14","The header-based x-api-key/Client-Id auth is identical regardless of supplier, so this body-level check is the only place a real per-tenant authorization boundary can be tested.","Not Run"
"TC-AUTH-SEC-04","EndpointTestCase","Both","AUTH","SEC","[FareConfirmAfterHold][Request] Validate injection-style payloads in free-text fields (passenger name, address, surName) are handled safely and not executed or reflected unsanitized.","Medium","Medium","surName='<script>alert(1)</script>' or similar on Void/FareConfirmAfterHold; a passenger name/address field with an equivalent payload where free-text passenger data is accepted; both versions","A completed booking whose surName/passenger fields can be exercised with an injection-style payload","Send FareConfirmAfterHold (or Void) with an injection-style payload in surName -> observe response and any echoed value; repeat for a passenger name/address field where applicable","Payload is safely handled (rejected, escaped, or stored/echoed verbatim as inert data) and never executed/interpreted; not evidenced as a known risk in the spec but also not evidenced as previously tested.","SPEC.md section 7.14","Standard input-sanitization hygiene check applied to the free-text fields the spec explicitly calls out (names, addresses, surName on Void/FareConfirmAfterHold).","Not Run"
"TC-SUPPLIER-BIZ-01","EndpointTestCase","Both","SUPPLIER","BIZ","[Search]&[FareConfirm] [Response] Verify the generic pre-flow capability-confirmation procedure -- Search's per-offer flags re-confirmed at FareConfirm -- before scheduling any flow against a given supplier.","High","Medium","Any target supplier not yet confirmed live; both versions","A supplier/credentialsSelector pair whose capabilities are Unknown/Conditional per section 4.6","[Search] with the target supplier -> inspect offers[].haveBundles/.canBeHeld/.offerHasAncillary/.isSeatMapRequired -> [FareConfirm] the chosen offer -> re-confirm the same flags plus isAncillaryRequired/isBaggageRequired/isMealRequired -> record results back into a living copy of section 4.6","Both steps' flags agree with each other; the confirmed result is recorded before any flow from section 5 requiring that capability is scheduled against this supplier.","SPEC.md section 4.7, section 7.12","This is the reusable generic procedure; the eight CAPCHECK rows below apply it to the specific highest-risk suppliers named in section 4.4/section 4.5.","Not Run"
"TC-CAPCHECK-AirCairo-01","EndpointTestCase","Both","CAPCHECK-AirCairo","BIZ","[Search]&[FareConfirm] [Response] Verify AirCairo's live Hold capability, given the direct contradiction between the Integration doc (Hold=Yes) and the PRD's canBeHeld=false listing.","High","Medium","Supplier=AirCairo; both versions","AirCairo credentialsSelector confirmed technically reachable","[Search] with AirCairo -> inspect canBeHeld -> [FareConfirm] -> re-confirm canBeHeld -> record result, do not schedule a Hold-branch flow against AirCairo until this is resolved","Live canBeHeld flag recorded and treated as authoritative over both conflicting static sources; result documented for section 4.4's living-document update.","SPEC.md section 4.4, section 4.6, section 4.7, section 7.12","One of the five suppliers with directly conflicting capability data across sources -- highest-priority confirmation target alongside EgyptAir, Galileo, SpiceJet, GLC.","Not Run"
"TC-CAPCHECK-EgyptAir-01","EndpointTestCase","Both","CAPCHECK-EgyptAir","BIZ","[Search]&[FareConfirm] [Response] Verify EgyptAir's live Hold capability, given the possible contradiction between the Integration doc (Hold=Yes) and the PRD's flag-count pattern suggesting canBeHeld=false.","High","Medium","Supplier=EgyptAir (also confirm KSAEgyptAir/KSA EgyptAir variants at least once); both versions","EgyptAir credentialsSelector confirmed technically reachable","[Search] with EgyptAir -> inspect canBeHeld -> [FareConfirm] -> re-confirm canBeHeld -> record result","Live canBeHeld flag recorded and treated as authoritative; EgyptAir is also NDC-whitelisted per section 4.3, so a capability confirmation here is not blocked by the commercial gate.","SPEC.md section 4.4, section 4.6, section 4.7, section 7.12","EgyptAir is otherwise a high-confidence Cancel/Void=Supported supplier (section 4.6) -- only Hold is in dispute.","Not Run"
"TC-CAPCHECK-Galileo-01","EndpointTestCase","Both","CAPCHECK-Galileo","BIZ","[Search]&[FareConfirm] [Response] Verify Galileo's live Hold capability, given the possible contradiction between the Integration doc (Hold=Yes) and the PRD's single-flag pattern suggesting canBeHeld=false.","High","Medium","Supplier=Galileo; both versions","Galileo credentialsSelector confirmed technically reachable","[Search] with Galileo -> inspect canBeHeld -> [FareConfirm] -> re-confirm canBeHeld -> record result","Live canBeHeld flag recorded and treated as authoritative; the PRD narrative specifically calls Galileo out as part of a 5-member canBeHeldFalseSuppliers list that a shared-code change risks silently breaking.","SPEC.md section 4.4, section 4.6, section 4.7, section 7.12","Galileo is a GDS supplier (Travelport, XML) per section 4.1 -- distinct protocol family from the LCC suppliers in this same conflict list.","Not Run"
"TC-CAPCHECK-SpiceJet-01","EndpointTestCase","Both","CAPCHECK-SpiceJet","BIZ","[Search]&[FareConfirm] [Response] Verify SpiceJet's live Hold and Bundle capability, given conflicting data across sources on both flags.","High","Medium","Supplier=SpiceJet; both versions","SpiceJet credentialsSelector confirmed technically reachable","[Search] with SpiceJet -> inspect canBeHeld and haveBundles -> [FareConfirm] -> re-confirm both flags -> record results","Live flags recorded and treated as authoritative over the Integration doc (Hold=Yes) vs PRD (canBeHeld=false strongly implied) conflict, and over the Bundle conflict likewise flagged Conditional in section 4.6.","SPEC.md section 4.4, section 4.6, section 4.7, section 7.12","Note SpiceJet is also commercially blacklisted per section 4.3 -- a positive technical capability confirmation does not authorize a booking-affecting action against it.","Not Run"
"TC-CAPCHECK-GLC-01","EndpointTestCase","Both","CAPCHECK-GLC","BIZ","[Search]&[FareConfirm] [Response] Verify GLC's live Bundle capability, given the direct contradiction between the Integration doc (Bundle=No, explicit dash) and the PRD's Bundle=true listing.","High","Medium","Supplier=Glc; both versions","GLC credentialsSelector confirmed technically reachable","[Search] with GLC -> inspect haveBundles -> [FareConfirm] -> re-confirm haveBundles -> record result","Live haveBundles flag recorded and treated as authoritative; GLC's Hold=No is agreed by both sources (section 4.6) so only Bundle is genuinely in dispute here.","SPEC.md section 4.4, section 4.6, section 4.7, section 7.12","GLC is also NDC-blacklisted-conditionally per section 4.3 ('per request, inform us first before issuing any ticket') -- any booking-affecting action beyond capability confirmation must respect that commercial condition.","Not Run"
"TC-CAPCHECK-Indigo-01","EndpointTestCase","Both","CAPCHECK-Indigo","VAL","[Search]&[FareConfirm] [Response] Verify Indigo's true capability set is not silently reported as unsupported due to the suppliers.json name-mismatch bug (registered as 'Indego').","High","Medium","Supplier=Indigo; both versions","Indigo credentialsSelector confirmed technically reachable","[Search] with Indigo -> inspect all live capability flags -> [FareConfirm] -> re-confirm -> compare against what a naive 'no capability entry found' lookup would report","Live flags recorded as the source of truth; a 'no capability entry found' result must be treated as evidence of the known lookup-mismatch bug, not evidence of 'not supported' -- treat all as UNKNOWN pending this live confirmation.","SPEC.md section 1.7, section 4.5, section 4.6, section 7.12","Indigo is also commercially blacklisted per section 4.3 -- capability confirmation here is technical only, does not authorize booking.","Not Run"
"TC-CAPCHECK-ElJazeera-01","EndpointTestCase","Both","CAPCHECK-ElJazeera","VAL","[Search]&[FareConfirm] [Response] Verify ElJazeera's true capability set is not silently reported as unsupported due to the suppliers.json name-mismatch bug (registered as 'ElJazeeraV4').","High","Medium","Supplier=ElJazeera (and separately AlJazeeraV4/ProdGTWJazeera variants); both versions","ElJazeera credentialsSelector confirmed technically reachable","[Search] with ElJazeera -> inspect all live capability flags -> [FareConfirm] -> re-confirm -> compare against what a naive lookup by the exact string 'ElJazeera' would report","Live flags recorded as the source of truth; treat 'no capability entry found' as evidence of the lookup-mismatch bug, not of unsupported capability.","SPEC.md section 1.7, section 4.5, section 4.6, section 7.12","ElJazeera is commercially blacklisted per section 4.3 (listed as 'Jazeera') -- capability confirmation here is technical only.","Not Run"
"TC-CAPCHECK-OmainAir-01","EndpointTestCase","Both","CAPCHECK-OmainAir","VAL","[Search]&[FareConfirm] [Response] Verify OmainAir's (Oman Air's) true capability set is not silently reported as unsupported due to the suppliers.json name-mismatch bug (registered as 'OmanAirV17').","High","Medium","Supplier=OmainAir; both versions","OmainAir credentialsSelector confirmed technically reachable","[Search] with OmainAir -> inspect all live capability flags -> [FareConfirm] -> re-confirm -> compare against what a naive lookup by the exact string 'OmainAir' would report","Live flags recorded as the source of truth; treat 'no capability entry found' as evidence of the lookup-mismatch bug, not of unsupported capability. Oman Air is NDC-agnostic in section 4.3 (not listed whitelist or blacklist) but is Cancel/Void/Hold=Supported per section 4.6 under its own name.","SPEC.md section 1.7, section 4.5, section 4.6, section 7.12","The Integration doc's own supplier table never even lists a plain 'OmanAir' row -- only 'OmanAirV17' -- corroborating that 'OmainAir' itself may be a typo of 'OmanAir', a second layer of naming confusion beyond the suppliers.json mismatch.","Not Run"
"TC-VERSIONDIFF-BIZ-01","EndpointTestCase","Both","VERSIONDIFF","BIZ","[Search]&[FareConfirm]&[Book]&[Hold]&[Retrieve]&[FareConfirmAfterHold]&[BookAfterHold] [Response] Verify the V1-vs-V2 price-reconciliation script-coverage asymmetry across the shared endpoint set.","High","High","Run the same logical scenario through both V1 and V2 across all seven listed endpoints; both versions","Comparable V1 and V2 flows executable against the same/equivalent supplier","For each endpoint, apply the section 2.1 reconciliation formula manually and separately note whether the collection's own script already enforces it for that version","V1 enforces the reconciliation formula at Search, FareConfirm, Book, Hold, Retrieve, FareConfirmAfterHold, and BookAfterHold; V2 enforces it only at Hold, FareConfirmAfterHold, and BookAfterHold -- manual testing must independently apply the formula at every V2 endpoint the script skips (Search, FareConfirm, Book, Retrieve).","SPEC.md section 1.10 item 4, section 2.1, section 2.2, section 2.9, section 2.10, section 2.11, section 2.12, section 2.13, section 7.10","This asymmetry is itself the single most important version-comparison finding in the spec -- worth its own dedicated case rather than being buried in each endpoint's individual BIZ row.","Not Run"
"TC-VERSIONDIFF-VAL-01","EndpointTestCase","Both","VERSIONDIFF","VAL","[Search]&[GetOfferBundles]&[BookAfterHold]&[CancelAfterHold]&[Void] [Request] Verify V2's inconsistent V2/v2 path casing does not affect routing.","Medium","Medium","V2 endpoints using 'V2' casing (Search, GetOfferBundles, GetSeatMap, BookAfterHold, CancelAfterHold, Void) vs. 'v2' casing (FareConfirm, Upselling, AddPassenger, Ancillary, Book, Hold, PnrReprice, Retrieve) in the same collection","Access to the live routing layer for direct confirmation","Send a request to a 'V2'-cased endpoint using 'v2' instead (and vice versa for a 'v2'-cased endpoint) -> observe whether routing still succeeds","If the routing layer is case-insensitive, the inconsistency is cosmetic only; if case-sensitive, this is a latent defect that would affect every V2 endpoint using the 'wrong' casing relative to how it's actually deployed.","SPEC.md section 1.2, section 7.13","Single confirmatory test, not a per-endpoint concern, per section 1.2's own Testing Note.","Not Run"
"TC-VERSIONDIFF-NEG-01","EndpointTestCase","Both","VERSIONDIFF","NEG","Verify the actual error-response envelope shape (status code, body structure) for a representative sample of endpoints, since no negative/error example exists in either collection for any endpoint.","Critical","High","Send a deliberately invalid request (e.g. missing required field) to at least Search, FareConfirm, and Book in both versions; capture full status code and response body for each","None -- this is the foundational exploratory task every other negative test in this file depends on","Send a deliberately invalid request to each representative endpoint -> capture the exact HTTP status code and response body structure -> document as the confirmed error envelope shape","A concrete, confirmed error envelope (status code + body structure) is documented and becomes the expected-result baseline for every other negative test case in this and the other three passes going forward.","SPEC.md section 2.1 (Expected Failure Responses), section 7.9, section 8.1 item 2","Foundational, first-round-priority exploratory case -- literally every endpoint in the API needs this confirmed before any other negative test can assert 'the right error' instead of just 'a rejection occurred'.","Not Run"
"TC-VERSIONDIFF-NEG-02","EndpointTestCase","Both","VERSIONDIFF","NEG","[Search]&[FareConfirm]&[Book] [Response] Verify an identical invalid supplier/credentialsSelector value produces the same error shape across Search, FareConfirm, and Book.","Medium","Medium","The same invalid/misspelled supplier value (or invalid credentialsSelector) sent to Search, then FareConfirm, then Book; both versions","TC-VERSIONDIFF-NEG-01 has already established the confirmed error envelope shape","Send the identical invalid supplier value to [Search], [FareConfirm], and [Book] independently -> compare status code and body structure across all three","Error shape is consistent across the three endpoints for the same invalid input; any endpoint-specific divergence is reported as an inconsistency.","SPEC.md section 1.7, section 7.7, section 7.9","Depends on TC-VERSIONDIFF-NEG-01's baseline being established first.","Not Run"
"TC-VERSIONDIFF-VAL-03","EndpointTestCase","Both","VERSIONDIFF","VAL","[Book]&[Void] [Response] Validate voidCapability values are constrained to the currently-known set ('VoidNotAllowed' observed) or flagged if a new value appears.","Medium","Low","Book responses across multiple suppliers with varying void eligibility; both versions","Multiple Book responses available across different suppliers","Collect voidCapability values from Book responses across several suppliers -> compare each against the known set","Every observed value is either the known 'VoidNotAllowed' or a newly-logged-and-flagged value, never a hard test failure on an unrecognized-but-possibly-valid value.","SPEC.md section 2.9, section 8.3","The positive counterpart to 'VoidNotAllowed' is UNKNOWN -- this test is how it gets discovered and fed back into SPEC.md.","Not Run"
"TC-VERSIONDIFF-VAL-04","EndpointTestCase","Both","VERSIONDIFF","VAL","[Search]&[FareConfirm] [Response] Validate refundability values are constrained to the currently-known set (the literal 'UnKnown' value observed, unusual capitalization) or flagged if a new value appears.","Low","Low","Search and FareConfirm responses across multiple suppliers/fare types; both versions","Multiple Search/FareConfirm responses available across different suppliers/fares","Collect refundability values from Search/FareConfirm responses -> compare each against the known set, noting exact capitalization","Every observed value matches the known literal 'UnKnown' (exact casing) or is logged-and-flagged as a newly-observed value rather than hard-failed.","SPEC.md section 2.1, section 2.2, section 8.3","The unusual capitalization ('UnKnown', not 'Unknown') must be preserved verbatim in the assertion -- a case-normalized comparison would mask a real string-value change if the API ever fixes/changes it.","Not Run"
"TC-VERSIONDIFF-VAL-05","EndpointTestCase","Both","VERSIONDIFF","VAL","[Book]&[Hold] [Request] Validate documentType values within passengersList are constrained to the currently-known set ('PASSPORT' observed) or flagged if a new value appears.","Low","Low","V1 Book/Hold passengersList.travelDocument.documentType field, the only place this field appears in a Both-version-applicable request in scope for this pass","V1 Book/Hold payload with travelDocument data available","Inspect travelDocument.documentType across multiple V1 Book/Hold requests/passenger records -> compare against the known set","Every observed value matches 'PASSPORT' or is logged-and-flagged as a newly-observed value; likely supplier-dependent (GDS vs LCC document requirements differ) so a new value should not be hard-failed.","SPEC.md section 2.5, section 8.3","passengersList/travelDocument shape is shared verbatim between V1's inline Book/Hold payload and V2's standalone AddPassenger payload (section 2.5) -- this row exercises it via V1 Book/Hold since AddPassenger itself is a V2-only endpoint out of scope for this Both-version pass.","Not Run"
